,Country,City,Cluster Labels,Capital,Population,Winter,Summer,Year,Latitude,Longitude,Arts And Entertainment,Food,Nightlife,Outdoors And Recreation,Map_Color,Cluster_Color
0,Afghanistan,Kabul,3,1,3817241,0,0,0,34.5260131,69.17764759999999,2.619693123908079,4.191508998252927,1.3098465619540396,2.619693123908079,#A0A0A0,#dbb40c
1,Algeria,Algiers,3,1,2712944,0,0,0,36.775360600000006,3.0601882,2.948826072340601,18.798766211171333,2.948826072340601,11.42670103031983,#A0A0A0,#dbb40c
2,Algeria,Wahran,3,0,1165687,0,0,0,35.5428186,-0.3421804,2.573589651424439,6.862905737131837,1.7157264342829592,0.8578632171414796,#A0A0A0,#dbb40c
3,Andorra,Andorra La Vella,1,1,22205,1,0,2010,42.5069391,1.5212466999999998,540.4188245890565,7115.514523755911,2161.675298356226,4548.525106957893,#75bbfd,#15b01a
4,Angola,Luanda,3,1,2487444,0,0,0,-8.827269900000003,13.243951199999998,2.0100955036575696,22.51306964096478,7.236343813167251,15.27672582779753,#A0A0A0,#dbb40c
5,Argentina,Buenos Aires,3,1,13879707,0,1,2004,-34.6075682,-58.4370894,14.91385949285529,16.787097883262234,15.850478688058761,17.79576470886597,#ff878c,#dbb40c
6,Argentina,Córdoba,3,0,1525490,0,0,0,-31.4173391,-64.183319,27.532137214927662,68.17481596077326,55.064274429855324,68.17481596077326,#A0A0A0,#dbb40c
7,Argentina,Mendoza,3,0,1094209,0,0,0,-34.78719615,-68.43807123826872,4.569510943521759,15.536337207973979,8.225119698339165,10.052924075747868,#A0A0A0,#dbb40c
8,Argentina,Rosario,3,0,1444436,0,0,0,-32.9595004,-60.66154150000001,25.61553436773938,54.692627433821926,29.07709306608254,48.461821776804236,#A0A0A0,#dbb40c
9,Armenia,Yerevan,3,1,1076716,0,0,0,40.17761210000001,44.5125849,53.86750080801251,74.30000111450002,40.86500061297501,84.51625126774377,#A0A0A0,#dbb40c
10,Australia,Adelaide,0,0,1334167,0,0,0,-34.9281805,138.5999312,53.9662575974372,122.92314230527361,71.95501012991627,135.66517534911299,#A0A0A0,#7e1e9c
11,Australia,Brisbane,3,0,2413457,0,1,1992,-27.4689682,153.02349909999995,42.263027681868785,77.06787400811368,50.54989585478423,82.45433832050871,#ff878c,#dbb40c
12,Australia,Melbourne,3,0,4843781,0,2,1996,-37.814217600000006,144.9631608,34.27074840914567,50.99322203047578,49.960970572368986,48.72226882264082,#e50000,#dbb40c
13,Australia,Perth,0,0,2039041,0,0,0,-31.952712100000007,115.8604796,42.66711655135919,90.72892600001667,48.061809448657485,102.9895916756946,#A0A0A0,#7e1e9c
14,Australia,Sydney,3,0,5132355,0,2,2000,-33.8548157,151.2164539,33.12319588181254,46.5673165632541,47.73637053555337,48.51573985041954,#e50000,#dbb40c
15,Austria,Graz,2,0,286292,1,0,2026,47.0708678,15.4382786,146.7033657943638,440.1100973830914,272.4491079038185,338.814916239364,#75bbfd,#f97306
16,Austria,Innsbruck,4,0,132493,2,0,1976,47.26951525,11.397137204221066,120.7610968126618,898.1606575441722,679.2811695712227,860.4228147902154,#0504aa,#7f4e1e
17,Austria,Klagenfurt,5,0,100369,1,0,2006,46.6228162,14.3079604,209.2279488686746,876.7647381163506,388.5661907561099,518.0882543414799,#75bbfd,#b9a281
18,Austria,Salzburg,4,0,153377,1,0,2014,47.7981346,13.0464806,339.0338838287357,1088.8203576807475,502.0309433617818,788.9057681399427,#75bbfd,#7f4e1e
19,Austria,Vienna,0,1,1888776,0,1,1964,48.2083537,16.372504199999998,99.53536046624905,128.12530442995887,100.06480387298441,119.12476651545762,#ff878c,#7e1e9c
20,Azerbaijan,Baku,3,1,2254175,0,1,2020,40.3754434,49.8326748,38.15143012410305,92.71684762718068,40.36953652666718,96.26581787128329,#ff878c,#dbb40c
21,Bangladesh,Chittagong,3,0,2591681,0,0,0,22.3307998,91.8412863,6.17359929713572,5.401899384993755,1.54339982428393,3.472649604638842,#A0A0A0,#dbb40c
22,Bangladesh,Dhaka,3,1,8906035,0,0,0,23.7593572,90.3788136,1.908818009361068,8.982672985228556,2.0211014216764247,4.154486255668207,#A0A0A0,#dbb40c
23,Belarus,Minsk,0,1,1982444,0,0,0,53.902334,27.5618791,78.18631951268233,62.044627742322106,37.32766221895801,120.55826040987792,#A0A0A0,#7e1e9c
24,Belgium,Antwerp,2,0,718730,0,2,1920,51.2211097,4.3997081,285.22532800912717,343.6617366744118,343.6617366744118,296.35607251680045,#e50000,#f97306
25,Belgium,Brussels,0,1,1550299,0,1,1964,50.8436709,4.3674366933879565,151.58366224837917,159.9691414365874,160.61417829721879,149.00351480585357,#ff878c,#7e1e9c
26,Bolivia,Santa Cruz,3,0,1616063,0,0,0,-17.333333,-61.5,0.0,1.8563632729664623,0.0,0.0,#A0A0A0,#dbb40c
28,Brazil,Belo Horizonte,0,0,2513451,0,0,0,-19.9227318,-43.9450948,50.130279046617574,93.09908965800406,82.35688700515746,90.3140741554142,#A0A0A0,#7e1e9c
29,Brazil,Belém,0,0,1446042,0,0,0,-1.45056,-48.4682453,75.37817020529141,148.6817118728225,75.37817020529141,143.14936910546166,#A0A0A0,#7e1e9c
30,Brazil,Campinas,0,0,1173370,0,0,0,-22.90556,-47.06083,88.63359383655624,198.57334003766928,151.69980483564436,181.52841814602385,#A0A0A0,#7e1e9c
31,Brazil,Curitiba,0,0,1893997,0,0,0,-25.4295963,-49.2712724,74.97371959934468,120.38033851162382,88.7013020611965,120.90832245246428,#A0A0A0,#7e1e9c
32,Brazil,Fortaleza,3,0,2609716,0,0,0,-3.7304512,-38.5217989,48.28111564630021,91.19766288745595,37.55197883601127,97.32859820762106,#A0A0A0,#dbb40c
33,Brazil,Goiânia,0,0,1448639,0,0,0,-16.680882,-49.2532691,66.95940120347443,133.2284993017584,65.57879499309352,163.60183593013858,#A0A0A0,#7e1e9c
34,Brazil,Guarulhos,0,0,1337087,0,0,0,-23.4430602,-46.524459,159.30152637786472,163.78889331808625,174.25941617860317,142.8478475970524,#A0A0A0,#7e1e9c
35,Brazil,Maceió,0,0,1021709,0,0,0,-9.647684300000002,-35.73392639999999,54.810126953956555,193.79294887291783,62.64014509023606,179.11166486739376,#A0A0A0,#7e1e9c
36,Brazil,Manaus,3,0,2094391,0,0,0,-3.1316333,-59.9825041,53.47616562523426,74.00719349920813,27.215548577128146,91.67342678611587,#A0A0A0,#dbb40c
37,Brazil,Porto Alegre,0,0,1481019,0,0,0,-30.0324999,-51.23037670000001,83.72613720688257,157.9993234387945,101.28161758897083,162.05058814235335,#A0A0A0,#7e1e9c
38,Brazil,Recife,0,0,1625583,0,0,0,-8.064193099999999,-34.878151700000004,80.58647266857491,140.87253619163096,104.57786529509721,140.25737227813036,#A0A0A0,#7e1e9c
39,Brazil,Rio De Janeiro,3,0,6498837,0,2,2016,-22.9110137,-43.2093727,32.92896867547224,32.92896867547224,34.00608447326806,34.77545290026508,#e50000,#dbb40c
40,Brazil,Salvador,3,0,2938092,0,0,0,-12.9822499,-38.48127720000001,45.60782984331328,71.81531415626196,30.63212452162832,82.36637926926727,#A0A0A0,#dbb40c
41,Brazil,Sao Gonçalo,0,0,1044058,0,0,0,-22.8219014,-43.03092520000001,186.7712330157903,211.67406408456236,214.54746766942068,217.42087125427898,#A0A0A0,#7e1e9c
42,Brazil,Sao Luís,0,0,1082935,0,0,0,-2.5634605,-44.2448718,53.55815445987063,111.7333912007646,49.86448863505196,143.12955071172325,#A0A0A0,#7e1e9c
43,Brazil,Sao Paulo,3,0,12038175,0,0,0,-23.5506507,-46.6333824,17.85985001879438,18.275195368068665,19.188955136472096,16.447675831261797,#A0A0A0,#dbb40c
44,Bulgaria,Sofia,0,1,1238438,1,0,2014,42.6978634,23.3221789,122.73525198677689,183.29540921709443,102.54853291000438,200.25225324158336,#75bbfd,#7e1e9c
45,Burkina Faso,Ouagadougou,3,1,1475223,0,0,0,12.368148,-1.527085,3.389318089536294,4.067181707443552,6.778636179072588,3.389318089536294,#A0A0A0,#dbb40c
46,Cambodia,Bat Dambang,3,0,1126345,0,0,0,13.0998526,103.1966659,6.2147920930088025,11.541756744159205,3.5513097674336014,4.439137209292002,#A0A0A0,#dbb40c
47,Cambodia,Phnom Penh,3,1,1570791,0,0,0,11.568271,104.9224426,12.732438624871163,38.197315874613494,26.101499180985886,29.284608837203674,#A0A0A0,#dbb40c
48,Cameroon,Douala,3,0,2948464,0,0,0,4.0429407999999984,9.706203,1.6957982190048784,8.139831451223417,4.0699157256117084,7.122352519820489,#A0A0A0,#dbb40c
49,Cameroon,Yaounde,3,1,2873567,0,0,0,3.8689867,11.5213344,2.4359967942282186,7.655989924717258,3.479995420326027,6.959990840652054,#A0A0A0,#dbb40c
51,Canada,Calgary,0,0,1486050,2,0,2026,51.0534234,-114.0625892,49.796440227448606,87.4802328320043,45.08596615187914,115.74307728542108,#0504aa,#7e1e9c
52,Canada,Edmonton,0,0,1420916,0,0,0,53.535411,-113.507996,47.85645316120024,121.0486756430359,65.45073741164151,86.56387851217103,#A0A0A0,#7e1e9c
53,Canada,Montreal,3,0,4255541,1,2,1976,45.4972159,-73.61036419999998,32.428309350092036,54.51715774798081,40.6528805620719,33.368260345746876,#e50000,#dbb40c
54,Canada,Ottawa,0,1,1414399,0,0,0,45.421106,-75.690308,57.9751541113929,126.5555193407235,54.44008373874699,120.89940674449007,#A0A0A0,#7e1e9c
55,Canada,Toronto,3,0,6341935,0,1,2008,43.6534817,-79.38393470000003,24.598170747571523,38.00102019336369,37.843339611648496,35.478130885920464,#ff878c,#dbb40c
56,Canada,Vancouver,0,0,2650005,2,0,2010,49.2608724,-123.11395290000002,50.18858454984047,88.67907796400385,78.11306016403742,91.69794019256567,#0504aa,#7e1e9c
57,Chile,Santiago,3,1,5613962,0,0,0,-33.4377968,-70.65044509999998,26.362843211265055,41.14741068785289,21.553405598399134,44.17557511076847,#A0A0A0,#dbb40c
58,China,Beijing,3,1,18796000,2,2,2022,39.906217,116.3912757,6.863162374973398,7.075973611406682,5.958714620131943,7.395190466056608,#e50000,#dbb40c
60,Colombia,Barranquilla,3,0,1232462,0,0,0,10.9799669,-74.80130849999998,18.66183298146312,59.2310351150786,37.32366596292624,0.0,#A0A0A0,#dbb40c
61,Colombia,Bogotá D.C.,3,1,8181047,0,0,0,4.6155711,-74.06847044854091,16.501555363268295,23.102177508575615,12.101140599730083,25.30238489034472,#A0A0A0,#dbb40c
62,Colombia,Cali,3,0,2445405,0,0,0,3.4517923,-76.5324943,20.855441123249523,40.48409159219025,19.628650468940727,54.38771900768993,#A0A0A0,#dbb40c
63,Colombia,Cartagena,3,0,1036134,0,0,0,10.4195841,-75.52712240000002,31.849162367029745,80.10546898374149,43.43067595504057,104.23362229209735,#A0A0A0,#dbb40c
64,Colombia,Medellín,3,0,2529403,0,0,0,6.2443382000000005,-75.573553,29.651265535780578,59.302531071561155,33.60476760721799,70.76768707872964,#A0A0A0,#dbb40c
65,Cuba,Havana,3,1,2130517,0,1,2012,23.135305,-82.3589631,7.979283901513107,18.774785650619076,14.081089237964306,18.774785650619076,#ff878c,#dbb40c
66,Czech Republic,Prague,0,1,1294513,0,1,2016,50.0874654,14.4212535,190.80534533063786,186.1703976707843,184.62541511749978,196.21278426713366,#ff878c,#7e1e9c
67,Côte d'Ivoire,Abidjan,3,0,4395243,0,0,0,5.320357,-4.016107,1.5926309421344849,9.55578565280691,3.6402992963073943,3.867818002326606,#A0A0A0,#dbb40c
68,Dominican Republic,Santo Domingo,0,1,1029607,0,0,0,18.4801972,-69.942111,61.18839518379343,193.2776292313475,95.18194806367866,157.34158761546882,#A0A0A0,#7e1e9c
69,Dominican Republic,Santo Domingo East,0,0,1121121,0,0,0,18.4801972,-69.942111,56.19375607093257,177.50091203358068,87.4125094436729,144.49822989668377,#A0A0A0,#7e1e9c
70,Ecuador,Guayaquil,3,0,2581884,0,0,0,-2.1899066,-79.887726,17.429133144633916,40.667977337479144,18.978389424156934,46.09037431580969,#A0A0A0,#dbb40c
71,Ecuador,Quito,3,1,1805522,0,0,0,-0.2201641,-78.5123274,31.569817482146437,63.69349141134807,21.600401435152826,76.9860461406729,#A0A0A0,#dbb40c
72,Egypt,Alexandria,3,0,5163750,0,1,1936,31.199004,29.894378000000003,3.292181069958848,14.330670539820867,6.003389009924958,16.848220769789396,#ff878c,#dbb40c
73,Egypt,Cairo,3,1,9539673,0,1,2008,30.048819,31.243666,12.159745936784205,21.908507765412924,13.10317450084505,23.79536489353461,#ff878c,#dbb40c
74,Ethiopia,Addis Ababa,3,1,4215965,0,0,0,9.0107934,38.76125250000001,1.8975489597280812,9.250551178674396,2.1347425796940915,2.8463234395921218,#A0A0A0,#dbb40c
75,Finland,Helsinki,2,1,639227,1,2,2006,60.1674098,24.9425769,314.44228732515995,355.1164140438373,256.5598762255036,427.07833054611274,#e50000,#f97306
76,Finland,Lahti,5,0,119513,1,0,1972,60.9838761,25.6561814,209.18226469087045,652.6486658355158,225.9168458661401,644.281375247881,#75bbfd,#b9a281
77,Finland,Tampere,5,0,230064,1,0,1976,61.498021400000006,23.7603118,308.60977814868903,530.287224424508,330.3428611169066,847.590235760484,#75bbfd,#b9a281
81,France,Grenoble,0,0,512591,2,0,1968,45.1875602,5.7357819,60.47706651111705,154.11897594768539,103.39627500287753,156.06984906094723,#0504aa,#7e1e9c
82,France,Lille,0,0,1039397,0,1,2004,50.6365654,3.0635282000000004,155.85959936386192,234.7514953381624,235.71359163053194,185.684584427317,#ff878c,#7e1e9c
83,France,Lyon,3,0,1639558,0,1,1968,45.75781370000001,4.8320114,46.96387684973633,42.6944334997603,31.105944406968216,84.77894652095259,#ff878c,#dbb40c
84,France,Marseille,0,0,1585498,0,0,0,43.2961743,5.3699525,42.25801609336625,97.76108200704132,57.395215888004905,97.76108200704132,#A0A0A0,#7e1e9c
85,France,Paris,3,1,10706072,0,2,2024,48.8566969,2.3514616000000004,23.071019884790612,22.043565557937587,18.027153189330317,23.724854456424357,#e50000,#dbb40c
87,Georgia,Tbilisi,0,1,1113800,0,0,0,41.6934591,44.8014495,75.41748967498653,42.19788112767104,79.00879870712875,123.90016160890643,#A0A0A0,#7e1e9c
89,Germany,Berlin,3,1,3613495,0,2,2000,52.5170365,13.388859900000002,63.927029095100444,66.14095218064506,60.05266369539739,72.22924066589272,#e50000,#dbb40c
90,Germany,Frankfurt,2,0,746878,0,1,1936,50.1106444,8.682091699999999,164.68553097025216,310.6263673585244,222.25852147204765,258.4090038801518,#ff878c,#f97306
92,Germany,Hamburg,0,0,1830584,0,1,2024,53.5437641,10.0099133,78.66342107218243,121.2727741529479,69.37676719560534,124.55041669762217,#ff878c,#7e1e9c
93,Germany,Köln,0,0,1080394,0,1,1936,50.938361,6.959974000000001,113.84735568690682,219.36441705525945,177.71294546248868,167.53147462870027,#ff878c,#7e1e9c
94,Germany,Leipzig,0,0,581980,0,1,2012,51.3406321,12.3747329,130.5886800233685,142.61658476236298,87.63187738410255,192.44647582391147,#ff878c,#7e1e9c
95,Germany,Munich,0,0,1456039,1,2,2018,48.1371079,11.575382199999998,124.99665187539618,168.9515184689421,162.77036535422474,158.64959661107977,#e50000,#7e1e9c
96,Germany,Nuremberg,2,0,515201,0,1,1936,49.453872,11.077298,130.04633143181013,368.788104060357,207.6859322866221,283.3845431200638,#ff878c,#f97306
97,Ghana,Accra,3,1,1594419,0,0,0,5.560014099999999,-0.2057437,20.69719440122076,35.122511711162495,25.087508365116072,43.90313963895312,#A0A0A0,#dbb40c
98,Ghana,Kumasi,3,0,1730249,0,0,0,6.698081,-1.6230403999999998,5.2015634743901025,16.182641920324762,6.93541796585347,6.357466468699013,#A0A0A0,#dbb40c
99,Greece,Athens,2,1,664046,0,2,2004,37.9839412,23.7283052,362.92666471901043,367.4444240308654,365.938504260247,409.61017760817776,#e50000,#f97306
100,Guinea,Conakry,3,1,1879695,0,0,0,9.5170602,-13.6998434,1.0640024046454346,3.192007213936303,4.788010820904455,5.320012023227172,#A0A0A0,#dbb40c
101,Honduras,Tegucigalpa,3,1,1157509,0,0,0,14.0773859,-87.195419,17.278483363844252,75.16140263272251,44.92405674599506,57.882919268878254,#A0A0A0,#dbb40c
102,Hong Kong,Hong Kong,3,1,7451000,0,0,0,22.2793278,114.1628131,18.252583545832774,32.7472822439941,19.594685277144006,28.989397396322644,#A0A0A0,#dbb40c
103,Hungary,Budapest,0,1,2595024,0,1,2024,47.48138955,19.14607278448202,82.85087151409775,92.48469378317888,89.01651776630968,105.58669206912921,#ff878c,#7e1e9c
104,India,Agra,3,0,1585704,0,0,0,27.1752554,78.0098161,3.1531736061711393,17.65777219455838,3.1531736061711393,3.1531736061711393,#A0A0A0,#dbb40c
105,India,Ahmadabad,3,0,5633927,0,0,0,23.0216238,72.5797068,6.922347414157124,11.537245690261871,1.0649765252549421,6.212363063987162,#A0A0A0,#dbb40c
106,India,Allahabad,3,0,1168385,0,0,0,25.4381302,81.8338005,17.117645296712986,6.847058118685194,4.2794113241782465,3.423529059342597,#A0A0A0,#dbb40c
107,India,Amritsar,3,0,1159227,0,0,0,31.6343083,74.8736788,4.3132190675337965,19.84080771065546,6.038506694547315,5.175862881040556,#A0A0A0,#dbb40c
108,India,Aurangabad,3,0,1175116,0,0,0,19.877263,75.33902409999997,4.254899090813162,9.360777999788956,4.254899090813162,3.40391927265053,#A0A0A0,#dbb40c
109,India,Bengaluru,3,0,8495492,0,0,0,12.9791198,77.5912997,10.593853775625943,22.600221388002012,9.53446839806335,17.774132445772416,#A0A0A0,#dbb40c
110,India,Bhopal,3,0,1798218,0,0,0,23.2530923,77.3962718,2.224424402380579,13.346546414283473,3.892742704166013,5.0049549053563025,#A0A0A0,#dbb40c
111,India,Chennai,3,0,4646732,0,0,0,13.0801721,80.2838331,18.938040756385348,23.887755954076972,10.97545543835969,17.216400687623043,#A0A0A0,#dbb40c
112,India,Coimbatore,3,0,1050721,0,0,0,11.0018115,76.96284250000002,17.131093791786782,43.779461912344004,4.758637164385218,11.42072919452452,#A0A0A0,#dbb40c
113,India,Delhi,3,0,11034555,0,0,0,28.6517178,77.22193879999998,9.243689482720418,12.324919310293891,8.971816262640406,12.596792530373902,#A0A0A0,#dbb40c
114,India,Dhanbad,3,0,1162472,0,0,0,23.7952809,86.43096379999999,6.021650413945454,3.4409430936831167,1.7204715468415583,8.602357734207791,#A0A0A0,#dbb40c
115,India,Faridabad,0,0,1414050,0,0,0,28.402837,77.30856259999999,66.47572575227184,126.58675435804956,99.71358862840776,89.10576005091758,#A0A0A0,#7e1e9c
116,India,Ghaziabad,3,0,1648643,0,0,0,28.711241,77.4445372,46.098518599842414,67.93465898924146,31.541091673576393,57.623148249803016,#A0A0A0,#dbb40c
117,India,Gwalior,3,0,1054420,0,0,0,26.2037247,78.1573628,11.380664251436809,3.793554750478936,1.896777375239468,4.74194343809867,#A0A0A0,#dbb40c
118,India,Haora,3,0,1077075,0,0,0,22.5882216,88.323139,32.49541582526751,66.84771255483601,40.85137989462201,61.277069841933006,#A0A0A0,#dbb40c
